Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022]
Australia,AUS,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.624996601592143,0.4596856989833,7.36270671723174
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,51722.0690001531,60444.5023551978,64491.4298860631
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.27835805936483,2.10571122890686,2.45750262798656
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,53066.4909886668,55947.0522280521,62625.357642365
Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
Australia,AUS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.770239531993866,..,..
Australia,AUS,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.783872067928314,..,..
Australia,AUS,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.75711715221405,..,..
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.39446689,96.24,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.2,83.3,..
Australia,AUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
Australia,AUS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..
Australia,AUS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
Australia,AUS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0
Australia,AUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Australia,AUS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,95.6137461919857,95.7161177651394,95.818489338293
Australia,AUS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,25655289,25688079,25978935
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
Australia,AUS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,11.9,11.4,..
Australia,AUS,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..
Australia,AUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..
Australia,AUS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7027130126953,99.4621200561523,..
Brazil,BRA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,4.5207200050354,5.22955989837646,..
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.55986041877187,2.81513244838555,4.76549737608478
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.234891699286725,0.984426768656886,1.59857005907317
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,6923.70019715065,7696.78553127562,8917.67389796927
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.91800417154039,4.43535281911002,2.42870175959639
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14900.104216322,16260.0987486322,17821.7372609877
Brazil,BRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
Brazil,BRA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.551497936248779,..,..
Brazil,BRA,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..
Brazil,BRA,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,..,..,..
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.34269353,80.68989314,80.52775094
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.009,72.75,..
Brazil,BRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,94.9199981689453
Brazil,BRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,94.4499969482422
Brazil,BRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,94.6900024414062
Brazil,BRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.2300033569336,99.2799987792969,99.4199981689453
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
Brazil,BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.30412818244418,0.0944484770227521,0.0926761640594509
Brazil,BRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,85.9216178835864,86.644033115994,87.2587154718951
Brazil,BRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,48.7063179315612,49.5515086694254,49.5867372379443
Brazil,BRA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..
Brazil,BRA,"Population, total",SP.POP.TOTL,213196304,214326223,215313498
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.9,5.8,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
Brazil,BRA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,28.8,32.8,..
Brazil,BRA,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..
Brazil,BRA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..
Brazil,BRA,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,..
China,CHN,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..
China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.7231756197056,1.93078624097438,1.00297929663148
China,CHN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,1.04659240367229,1.00332845830161,0.833329091328369
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,10408.7191247747,12617.5049863004,12720.2156397612
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.99555804186929,8.35072971470412,3.00429676323482
China,CHN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17209.4429539743,19484.3080865205,21475.610527214
China,CHN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
China,CHN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.65310263633728,..,..
China,CHN,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.659177899360657,..,..
China,CHN,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.646641552448273,..,..
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.05275998,73.0532414,75.61131603
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.077,78.211,..
China,CHN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,95.6100006103516,..,..
China,CHN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,98.629997253418,..,..
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.1500015258789,..,..
China,CHN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.8099975585938,..,..
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
China,CHN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.215474035352444,0.143684927328568,0.104456782974785
China,CHN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
China,CHN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,64.6096780871316,65.9328271010443,67.220232502194
China,CHN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..
China,CHN,"Population, total",SP.POP.TOTL,1411100000,1412360000,1412175000
China,CHN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.1,..,..
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0,..,..
China,CHN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..
China,CHN,Rail lines (total route-km),IS.RRS.TOTL.KM,106235,109767,..
China,CHN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,1584.86511230469,..,..
China,CHN,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,..
France,FRA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,0.0405599996447563,0.095550000667572,..
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.733943386559073,3.24099854145809,3.78830558995434
France,FRA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,1.07940297698542,3.68140747518857,4.2674441320549
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,39055.2829280747,43658.9789781222,40963.837337041
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-8.0344742951426,6.53511998290108,2.28154729094636
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,48134.959794619,51363.7203822404,55492.5655467571
France,FRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
France,FRA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.762737214565277,..,..
France,FRA,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.780937075614929,..,..
France,FRA,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.745047450065613,..,..
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.70640914,86.09548575,85.33331549
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1756097560976,82.3243902439024,..
France,FRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
France,FRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
France,FRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..
France,FRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
France,FRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0
France,FRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.5097812620216,99.6447064367189,99.7041454123987
France,FRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,89.5200694726426,89.5929420805534,89.6653814027227
France,FRA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..
France,FRA,"Population, total",SP.POP.TOTL,67571107,67749632,67935660
France,FRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.1,..,..
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,14.3,15.6,..
France,FRA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.9,6.6,..
France,FRA,Rail lines (total route-km),IS.RRS.TOTL.KM,27872,27716,..
France,FRA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,4926.18896484375,..,..
France,FRA,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,..
Germany,DEU,Children out of school (% of primary school age),SE.PRM.UNER.ZS,1.18655002117157,1.46276998519897,..
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.13404480699083,2.25130176293266,1.16337639146222
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,3.98262369638907,5.0402070320596,4.39245097159787
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46772.8253507537,51203.5544731043,48432.4558732596
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.77542971403229,2.58355747499036,0.715380074484287
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,56482.4756342562,58798.9373528813,63149.5986898098
Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
Germany,DEU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.751162469387054,..,..
Germany,DEU,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.767585933208466,..,..
Germany,DEU,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.736171841621399,..,..
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.81294133,91.43060973,91.62984383
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.0414634146342,80.9009756097561,..
Germany,DEU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
Germany,DEU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Germany,DEU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..
Germany,DEU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9126502107578,99.9160427536765,99.9164119020981
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,96.8760471917282,96.8824891248943,96.8898488990896
Germany,DEU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..
Germany,DEU,"Population, total",SP.POP.TOTL,83160871,83196078,84079811
Germany,DEU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,16,14.7,..
Germany,DEU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.5,3.8,..
Germany,DEU,Rail lines (total route-km),IS.RRS.TOTL.KM,33399,33401,..
Germany,DEU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,5393.1455078125,..,..
Germany,DEU,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.5,99.5725250244141,..
India,IND,Children out of school (% of primary school age),SE.PRM.UNER.ZS,7.2024130821228,5.10390520095825,0.549261868000031
India,IND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.4091359509569,1.4197752763695,1.47530080872515
India,IND,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.416330543425499,0.547208108488417,0.429301738656653
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1913.21972103493,2238.12713873311,2388.62119776762
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.72629208017965,8.18436771562176,6.27740381398618
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6517.76138754341,7367.99466511595,8379.06248736089
India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
India,IND,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.493510901927948,..,..
India,IND,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.500491142272949,..,..
India,IND,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.48725688457489,..,..
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,43.40544313,46.31,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.15,67.24,..
India,IND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,69.1021499633789
India,IND,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,83.4518127441406
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,76.3227767944336
India,IND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,94.5999984741211,..,96.5358734130859
India,IND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
India,IND,People practicing open defecation (% of population),SH.STA.ODFC.ZS,16.4727650864188,13.7698895926451,11.1043567832658
India,IND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
India,IND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,47.899597680964,50.0241473021147,52.1399330966461
India,IND,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,49.01085,..,..
India,IND,"Population, total",SP.POP.TOTL,1396387127,1407563842,1417173173
India,IND,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,14.7,11.9,..
India,IND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
India,IND,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..
India,IND,Rail lines (total route-km),IS.RRS.TOTL.KM,67955.63,68102.73,..
India,IND,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..
India,IND,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,6.8,..
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.95,99.21,..
Indonesia,IDN,Children out of school (% of primary school age),SE.PRM.UNER.ZS,2.65546679496765,1.42056322097778,1.20689940452576
Indonesia,IDN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.81058402024863,1.78786201340905,1.62446629077971
Indonesia,IDN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.475197656123962,0.330948853451206,0.501244393724498
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3895.61815205095,4334.21598260314,4787.99930765134
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.88509409342301,2.98510862701504,4.64037680217875
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12160.7167616838,13086.3924176102,14652.9282752376
Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
Indonesia,IDN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.540038466453552,..,..
Indonesia,IDN,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.556612551212311,..,..
Indonesia,IDN,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.524279236793518,..,..
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.72649449,62.10447842,66.48461277
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.808,67.57,..
Indonesia,IDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.5523529052734,..,..
Indonesia,IDN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.4493103027344,..,..
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.9990081787109,..,..
Indonesia,IDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.7795104980469,..,..
Indonesia,IDN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
Indonesia,IDN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.39082616423062,5.28157958295646,4.18901428691564
Indonesia,IDN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,29.71391557951,29.9912524411215,30.2661667151466
Indonesia,IDN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..
Indonesia,IDN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,19.41083,..,..
Indonesia,IDN,"Population, total",SP.POP.TOTL,271857970,273753191,275501339
Indonesia,IDN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,3.8,3.5,2.5
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,9.8,10.1,9.5
Indonesia,IDN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.1,4.9,..
Indonesia,IDN,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..
Indonesia,IDN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,395.666290283203,..,..
Indonesia,IDN,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,..
Italy,ITA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,1.48475003242493,1.59519994258881,..
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-1.1643906985146,0.894433210000153,1.55330205491326
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.0159348042960072,2.66877630812314,0.449901988873075
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,31918.6934933773,35770.0496120858,34157.990122464
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-8.53468634469738,7.58257799694333,4.12002034703882
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,43144.4064185475,46705.0179059813,51864.9777354821
Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..
Italy,ITA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.727819681167603,..,..
Italy,ITA,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,0.73801600933075,..,..
Italy,ITA,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.718084990978241,..,..
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.48342785,74.8623274,85.06074504
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1951219512195,82.7951219512195,..
Italy,ITA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
Italy,ITA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..
Italy,ITA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..
Italy,ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,92.9673571734084,92.7105575597704,92.7105575597704
Italy,ITA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,79.0230000842319,79.0270957158613,79.0312466274538
Italy,ITA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..
